Timestamp (s),Key Code,Analog Value (0.0-1.0)
81.8136,17,1.0
81.8136,25,0.672
81.8162,5,0.606
81.8162,17,1.0
81.8162,25,0.576
81.8188,5,0.424
81.8188,17,1.0
81.8188,25,0.354
81.8213,5,0.326
81.8213,17,1.0
81.8213,25,0.244
81.8239,5,0.12
81.8239,17,1.0
81.8265,5,0.022
81.8265,17,1.0
81.8291,17,1.0
81.8317,17,1.0
81.8343,17,1.0
81.8368,17,1.0
81.8395,17,1.0
81.8421,17,1.0
81.8442,17,1.0
81.8466,17,1.0
81.8494,17,1.0
81.852,17,1.0
81.8546,17,1.0
81.8571,17,1.0
81.8595,17,1.0
81.8622,17,1.0
81.8648,5,0.033
81.8648,17,1.0
81.8671,5,0.068
81.8671,17,1.0
81.8671,25,0.039
81.8698,5,0.194
81.8698,17,1.0
81.8698,25,0.196
81.8724,5,0.267
81.8724,17,1.0
81.8724,25,0.271
81.8748,5,0.432
81.8748,17,1.0
81.8748,25,0.451
81.8775,5,0.516
81.8775,17,1.0
81.8775,25,0.56
81.8803,5,0.601
81.8803,17,1.0
81.8803,25,0.679
81.8828,5,0.769
81.8828,17,1.0
81.8828,25,0.948
81.8854,5,0.853
81.8854,17,1.0
81.8854,25,1.0
81.888,5,1.0
81.888,17,1.0
81.888,25,1.0
81.8906,5,1.0
81.8906,17,1.0
81.8906,25,1.0
81.8932,5,1.0
81.8932,17,1.0
81.8932,25,1.0
81.8958,5,1.0
81.8958,17,1.0
81.8958,25,1.0
81.8983,5,1.0
81.8983,17,1.0
81.8983,25,1.0
81.901,5,1.0
81.901,17,1.0
81.901,25,1.0
81.9035,5,1.0
81.9035,17,0.99
81.9035,25,1.0
81.9062,5,1.0
81.9062,17,0.969
81.9062,25,1.0
81.9086,5,1.0
81.9086,17,0.899
81.9086,25,1.0
81.9112,5,1.0
81.9112,17,0.866
81.9112,25,1.0
81.9137,5,1.0
81.9137,17,0.804
81.9137,25,1.0
81.9163,5,1.0
81.9163,17,0.782
81.9163,25,1.0
81.9187,5,1.0
81.9187,17,0.761
81.9187,25,1.0
81.9213,5,1.0
81.9213,17,0.746
81.9213,25,1.0
81.9239,5,1.0
81.9239,17,0.729
81.9239,25,1.0
81.9266,5,1.0
81.9266,17,0.729
81.9266,25,1.0
81.9291,5,1.0
81.9291,17,0.729
81.9291,25,1.0
81.9317,5,1.0
81.9317,17,0.744
81.9317,25,1.0
81.9339,5,0.992
81.9339,17,0.804
81.9339,25,1.0
81.9365,5,0.978
81.9365,17,0.841
81.9365,25,1.0
81.9392,5,0.963
81.9392,17,0.879
81.9392,25,1.0
81.9414,5,0.948
81.9414,17,0.918
81.9414,25,1.0
81.944,5,0.916
81.944,17,1.0
81.944,25,1.0
81.9467,5,0.878
81.9467,17,1.0
81.9467,25,1.0
81.9493,5,0.854
81.9493,17,1.0
81.9493,25,1.0
81.9518,5,0.831
81.9518,17,1.0
81.9518,25,1.0
81.9544,5,0.801
81.9544,17,1.0
81.9544,25,1.0
81.9571,5,0.711
81.9571,17,1.0
81.9571,25,0.965
81.9597,5,0.586
81.9597,17,1.0
81.9597,25,0.85
81.9623,5,0.514
81.9623,17,1.0
81.9623,25,0.785
81.9644,5,0.44
81.9644,17,1.0
81.9644,25,0.715
81.967,5,0.358
81.967,17,1.0
81.967,25,0.646
81.9696,5,0.179
81.9696,17,1.0
81.9696,25,0.507
81.972,5,0.089
81.972,17,1.0
81.972,25,0.441
81.9747,17,1.0
81.9747,25,0.318
81.9773,17,1.0
81.9773,25,0.26
81.9805,17,1.0
81.9805,25,0.147
81.9831,17,1.0
81.9831,25,0.053
81.9853,17,1.0
81.9853,25,0.02
81.988,17,1.0
81.9906,17,1.0
81.9929,17,1.0
81.9955,17,1.0
81.998,17,1.0
81.998,25,0.03
82.0007,17,1.0
82.0007,25,0.065
82.0031,17,1.0
82.0031,25,0.152
82.0057,17,1.0
82.0057,25,0.203
82.0078,5,0.042
82.0078,17,1.0
82.0078,25,0.277
82.0104,5,0.094
82.0104,17,1.0
82.0104,25,0.358
82.0131,5,0.211
82.0131,17,1.0
82.0131,25,0.522
82.0156,5,0.372
82.0156,17,1.0
82.0156,25,0.697
82.018,5,0.465
82.018,17,1.0
82.018,25,0.788
82.0206,5,0.557
82.0206,17,1.0
82.0206,25,0.883
82.0231,5,0.652
82.0231,17,1.0
82.0231,25,0.978
82.0258,5,0.844
82.0258,17,1.0
82.0258,25,1.0
82.0284,5,0.938
82.0284,17,1.0
82.0284,25,1.0
82.0311,5,1.0
82.0311,17,1.0
82.0311,25,1.0
82.0336,5,1.0
82.0336,17,1.0
82.0336,25,1.0
82.036,5,1.0
82.036,17,1.0
82.036,25,1.0
82.0386,5,1.0
82.0386,17,0.997
82.0386,25,1.0
82.0411,5,1.0
82.0411,17,0.995
82.0411,25,1.0
82.0438,5,1.0
82.0438,17,0.98
82.0438,25,1.0
82.0461,5,1.0
82.0461,17,0.959
82.0461,25,1.0
82.0486,5,1.0
82.0486,17,0.899
82.0486,25,1.0
82.0512,5,1.0
82.0512,17,0.867
82.0512,25,1.0
82.0534,5,1.0
82.0534,17,0.833
82.0534,25,1.0
82.056,5,1.0
82.056,17,0.801
82.056,25,1.0
82.0586,5,1.0
82.0586,17,0.733
82.0586,25,1.0
82.0609,5,1.0
82.0609,17,0.701
82.0609,25,1.0
82.0635,5,1.0
82.0635,17,0.672
82.0635,25,1.0
82.066,5,1.0
82.066,17,0.637
82.066,25,1.0
82.0687,5,1.0
82.0687,17,0.632
82.0687,25,1.0
82.071,5,1.0
82.071,17,0.632
82.071,25,1.0
82.0737,5,1.0
82.0737,17,0.679
82.0737,25,1.0
82.0762,5,1.0
82.0762,17,0.706
82.0762,25,1.0
82.0784,5,1.0
82.0784,17,0.742
82.0784,25,0.977
82.0815,5,0.966
82.0815,17,0.827
82.0815,25,0.902
82.0842,5,0.941
82.0842,17,0.874
82.0842,25,0.85
82.0868,5,0.884
82.0868,17,0.978
82.0868,25,0.744
82.0891,5,0.852
82.0891,17,1.0
82.0891,25,0.694
82.0916,5,0.78
82.0916,17,1.0
82.0916,25,0.606
82.094,5,0.741
82.094,17,1.0
82.094,25,0.568
82.0966,5,0.693
82.0966,17,1.0
82.0966,25,0.528
82.0992,5,0.577
82.0992,17,1.0
82.0992,25,0.437
82.1018,5,0.511
82.1018,17,1.0
82.1018,25,0.385
82.1044,5,0.44
82.1044,17,1.0
82.1044,25,0.324
82.107,5,0.302
82.107,17,1.0
82.107,25,0.186
82.11,5,0.222
82.11,17,1.0
82.11,25,0.109
82.1126,5,0.068
82.1126,17,1.0
82.1126,25,0.017
82.1152,17,1.0
82.1174,17,1.0
82.1199,17,1.0
82.1225,17,1.0
82.1251,17,1.0
82.1277,17,1.0
82.1299,17,1.0
82.1325,17,1.0
82.1351,17,1.0
82.1377,17,1.0
82.1403,5,0.02
82.1403,17,1.0
82.1425,5,0.047
82.1425,17,1.0
82.1425,25,0.025
82.1451,5,0.086
82.1451,17,1.0
82.1451,25,0.047
82.1476,5,0.183
82.1476,17,1.0
82.1476,25,0.154
82.1503,5,0.244
82.1503,17,1.0
82.1503,25,0.228
82.1528,5,0.384
82.1528,17,1.0
82.1528,25,0.407
82.1555,5,0.459
82.1555,17,1.0
82.1555,25,0.508
82.1581,5,0.541
82.1581,17,1.0
82.1581,25,0.615
82.1604,5,0.621
82.1604,17,1.0
82.1604,25,0.728
82.1631,5,0.79
82.1631,17,1.0
82.1631,25,0.97
82.1655,5,0.88
82.1655,17,1.0
82.1655,25,1.0
82.1681,5,1.0
82.1681,17,1.0
82.1681,25,1.0
82.1709,5,1.0
82.1709,17,1.0
82.1709,25,1.0
82.1733,5,1.0
82.1733,17,1.0
82.1733,25,1.0
82.1758,5,1.0
82.1758,17,1.0
82.1758,25,1.0
82.1784,5,1.0
82.1784,17,0.998
82.1784,25,1.0
82.1811,5,1.0
82.1811,17,0.994
82.1811,25,1.0
82.1837,5,1.0
82.1837,17,0.985
82.1837,25,1.0
82.1863,5,1.0
82.1863,17,0.97
82.1863,25,1.0
82.1888,5,1.0
82.1888,17,0.91
82.1888,25,1.0
82.1914,5,1.0
82.1914,17,0.87
82.1914,25,1.0
82.194,5,1.0
82.194,17,0.779
82.194,25,1.0
82.1965,5,1.0
82.1965,17,0.737
82.1965,25,1.0
82.1991,5,1.0
82.1991,17,0.697
82.1991,25,1.0
82.2016,5,1.0
82.2016,17,0.627
82.2016,25,1.0
82.2041,5,1.0
82.2041,17,0.597
82.2041,25,1.0
82.2068,5,0.978
82.2068,17,0.547
82.2068,25,1.0
82.2089,5,0.961
82.2089,17,0.532
82.2089,25,1.0
82.2115,5,0.94
82.2115,17,0.525
82.2115,25,1.0
82.2142,5,0.89
82.2142,17,0.536
82.2142,25,1.0
82.2168,5,0.857
82.2168,17,0.551
82.2168,25,1.0
82.2195,5,0.823
82.2195,17,0.585
82.2195,25,1.0
82.222,5,0.746
82.222,17,0.657
82.222,25,0.991
82.2243,5,0.698
82.2243,17,0.7
82.2243,25,0.981
82.227,5,0.607
82.227,17,0.802
82.227,25,0.942
82.2296,5,0.561
82.2296,17,0.857
82.2296,25,0.9
82.2319,5,0.515
82.2319,17,0.917
82.2319,25,0.833
82.2345,5,0.474
82.2345,17,0.98
82.2345,25,0.768
82.2371,5,0.388
82.2371,17,1.0
82.2371,25,0.628
82.2397,5,0.317
82.2397,17,1.0
82.2397,25,0.501
82.242,5,0.272
82.242,17,1.0
82.242,25,0.444
82.2447,5,0.211
82.2447,17,1.0
82.2447,25,0.384
82.2472,5,0.15
82.2472,17,1.0
82.2472,25,0.324
82.2498,17,1.0
82.2498,25,0.192
82.2524,17,1.0
82.2524,25,0.126
82.255,17,1.0
82.2575,17,1.0
82.2602,17,1.0
82.2625,17,1.0
82.265,17,1.0
82.2676,17,1.0
82.2701,17,1.0
82.2726,17,1.0
82.2753,17,1.0
82.2778,17,1.0
82.2806,17,1.0
82.2831,17,1.0
82.2857,17,1.0
82.288,17,1.0
82.2907,17,1.0
82.293,17,1.0
82.2956,17,1.0
82.2982,17,1.0
82.2982,25,0.106
82.3008,5,0.05
82.3008,17,1.0
82.3008,25,0.186
82.3035,5,0.117
82.3035,17,1.0
82.3035,25,0.269
82.3059,5,0.253
82.3059,17,1.0
82.3059,25,0.451
82.3082,5,0.324
82.3082,17,1.0
82.3082,25,0.558
82.3106,5,0.488
82.3106,17,1.0
82.3106,25,0.794
82.3131,5,0.584
82.3131,17,1.0
82.3131,25,0.927
82.3157,5,0.686
82.3157,17,1.0
82.3157,25,1.0
82.3181,5,0.789
82.3181,17,1.0
82.3181,25,1.0
82.3207,5,0.996
82.3207,17,1.0
82.3207,25,1.0
82.3233,5,1.0
82.3233,17,1.0
82.3233,25,1.0
82.3259,5,1.0
82.3259,17,1.0
82.3259,25,1.0
82.3285,5,1.0
82.3285,17,0.996
82.3285,25,1.0
82.3311,5,1.0
82.3311,17,0.995
82.3311,25,1.0
82.3337,5,1.0
82.3337,17,0.993
82.3337,25,1.0
82.3364,5,1.0
82.3364,17,0.971
82.3364,25,1.0
82.3389,5,1.0
82.3389,17,0.884
82.3389,25,1.0
82.3414,5,1.0
82.3414,17,0.827
82.3414,25,1.0
82.3441,5,1.0
82.3441,17,0.768
82.3441,25,1.0
82.3466,5,1.0
82.3466,17,0.662
82.3466,25,1.0
82.3492,5,1.0
82.3492,17,0.618
82.3492,25,1.0
82.3517,5,1.0
82.3517,17,0.549
82.3517,25,1.0
82.354,5,1.0
82.354,17,0.525
82.354,25,1.0
82.3566,5,1.0
82.3566,17,0.504
82.3566,25,1.0
82.3592,5,1.0
82.3592,17,0.47
82.3592,25,1.0
82.3614,5,1.0
82.3614,17,0.459
82.3614,25,1.0
82.364,5,1.0
82.364,17,0.455
82.364,25,1.0
82.3666,5,0.976
82.3666,17,0.478
82.3666,25,1.0
82.369,5,0.949
82.369,17,0.518
82.369,25,1.0
82.3715,5,0.912
82.3715,17,0.555
82.3715,25,1.0
82.3742,5,0.824
82.3742,17,0.625
82.3742,25,0.998
82.3768,5,0.777
82.3768,17,0.671
82.3768,25,0.995
82.3794,5,0.728
82.3794,17,0.723
82.3794,25,0.984
82.3821,5,0.641
82.3821,17,0.854
82.3821,25,0.92
82.3849,5,0.573
82.3849,17,1.0
82.3849,25,0.779
82.3876,5,0.542
82.3876,17,1.0
82.3876,25,0.715
82.3901,5,0.517
82.3901,17,1.0
82.3901,25,0.657
82.3927,5,0.457
82.3927,17,1.0
82.3927,25,0.557
82.3953,5,0.418
82.3953,17,1.0
82.3953,25,0.513
82.3978,5,0.301
82.3978,17,1.0
82.3978,25,0.413
82.4004,5,0.224
82.4004,17,1.0
82.4004,25,0.346
82.4026,5,0.138
82.4026,17,1.0
82.4026,25,0.269
82.4051,5,0.045
82.4051,17,1.0
82.4051,25,0.186
82.4077,17,1.0
82.4103,17,1.0
82.4129,17,1.0
82.4155,17,1.0
82.4181,17,1.0
82.4207,17,1.0
82.4231,17,1.0
82.4254,17,1.0
82.428,17,1.0
82.4307,17,1.0
82.4329,17,1.0
82.4355,17,1.0
82.4381,17,1.0
82.4407,17,1.0
82.4431,17,1.0
82.4453,17,1.0
82.4479,17,1.0
82.4507,17,1.0
82.4532,17,1.0
82.4556,5,0.017
82.4556,17,1.0
82.4582,5,0.207
82.4582,17,1.0
82.4607,5,0.298
82.4607,17,1.0
82.4607,25,0.101
82.4632,5,0.406
82.4632,17,1.0
82.4632,25,0.234
82.4658,5,0.66
82.4658,17,1.0
82.4658,25,0.5
82.4684,5,0.8
82.4684,17,1.0
82.4684,25,0.643
82.471,5,1.0
82.471,17,1.0
82.471,25,0.948
82.4736,5,1.0
82.4736,17,1.0
82.4736,25,1.0
82.476,5,1.0
82.476,17,1.0
82.476,25,1.0
82.4786,5,1.0
82.4786,17,1.0
82.4786,25,1.0
82.4811,5,1.0
82.4811,17,1.0
82.4811,25,1.0
82.4837,5,1.0
82.4837,17,0.999
82.4837,25,1.0
82.4863,5,1.0
82.4863,17,0.992
82.4863,25,1.0
82.4889,5,1.0
82.4889,17,0.973
82.4889,25,1.0
82.4915,5,1.0
82.4915,17,0.931
82.4915,25,1.0
82.4942,5,1.0
82.4942,17,0.789
82.4942,25,1.0
82.4968,5,1.0
82.4968,17,0.627
82.4968,25,1.0
82.499,5,1.0
82.499,17,0.547
82.499,25,1.0
82.5016,5,1.0
82.5016,17,0.469
82.5016,25,1.0
82.5043,5,1.0
82.5043,17,0.394
82.5043,25,1.0
82.5069,5,1.0
82.5069,17,0.243
82.5069,25,1.0
82.5095,5,1.0
82.5095,17,0.172
82.5095,25,1.0
82.5121,5,1.0
82.5121,17,0.027
82.5121,25,1.0
82.5144,5,1.0
82.5144,25,1.0
82.517,5,1.0
82.517,25,1.0
82.5196,5,1.0
82.5196,25,1.0
82.5223,5,1.0
82.5223,25,1.0
82.5249,5,1.0
82.5249,25,0.997
82.5275,5,0.999
82.5275,25,0.945
82.5301,5,0.984
82.5301,25,0.895
82.5326,5,0.891
82.5326,25,0.727
82.5351,5,0.842
82.5351,25,0.638
82.5377,5,0.719
82.5377,17,0.094
82.5377,25,0.426
82.5402,5,0.648
82.5402,17,0.17
82.5402,25,0.321
82.5425,5,0.574
82.5425,17,0.246
82.5425,25,0.205
82.5451,5,0.424
82.5451,17,0.436
82.5472,5,0.358
82.5472,17,0.54
82.5499,5,0.247
82.5499,17,0.761
82.5525,5,0.199
82.5525,17,0.887
82.5552,5,0.117
82.5552,17,1.0
82.5579,5,0.076
82.5579,17,1.0
82.5605,5,0.02
82.5605,17,1.0
82.5631,17,1.0
82.5657,17,1.0
82.5683,17,1.0
82.571,17,1.0
82.5735,17,1.0
82.5761,17,1.0
82.5785,17,1.0
82.5812,17,1.0
82.5837,17,1.0
82.5859,17,1.0
82.5885,17,1.0
82.5911,17,1.0
82.5936,17,1.0
82.596,17,1.0
82.5986,17,1.0
82.6011,17,1.0
82.6037,17,1.0
82.6062,17,1.0
82.6089,17,1.0
82.6114,17,1.0
82.614,5,0.025
82.614,17,1.0
82.6167,5,0.251
82.6167,17,1.0
82.6189,5,0.494
82.6189,17,1.0
82.6216,5,0.632
82.6216,17,1.0
82.624,5,0.926
82.624,17,1.0
82.6266,5,1.0
82.6266,17,1.0
82.6289,5,1.0
82.6289,17,1.0
82.6315,5,1.0
82.6315,17,1.0
82.6341,5,1.0
82.6341,17,1.0
82.6364,5,1.0
82.6364,17,1.0
82.639,5,1.0
82.639,17,1.0
82.6416,5,1.0
82.6416,17,1.0
82.644,5,1.0
82.644,17,1.0
82.6466,5,1.0
82.6466,17,1.0
82.6491,5,1.0
82.6491,17,1.0
82.6517,5,1.0
82.6517,17,1.0
82.6542,5,1.0
82.6542,17,0.975
82.6568,5,1.0
82.6568,17,0.944
82.6595,5,1.0
82.6595,17,0.91
82.6595,25,0.025
82.6621,5,1.0
82.6621,17,0.815
82.6621,25,0.068
82.6646,5,1.0
82.6646,17,0.7
82.6646,25,0.098
82.6673,5,1.0
82.6673,17,0.639
82.6673,25,0.121
82.6695,5,1.0
82.6695,17,0.582
82.6695,25,0.133
82.6721,5,1.0
82.6721,17,0.464
82.6721,25,0.154
82.6747,5,1.0
82.6747,17,0.401
82.6747,25,0.157
82.6769,5,1.0
82.6769,17,0.34
82.6769,25,0.159
82.6795,5,1.0
82.6795,17,0.215
82.6795,25,0.163
82.6818,5,1.0
82.6818,17,0.137
82.6818,25,0.167
82.6841,5,1.0
82.6841,17,0.054
82.6841,25,0.167
82.6867,5,1.0
82.6867,25,0.167
82.6893,5,1.0
82.6893,25,0.167
82.6919,5,1.0
82.6919,25,0.167
82.6944,5,1.0
82.6944,25,0.167
82.6971,5,1.0
82.6971,25,0.167
82.6997,5,1.0
82.6997,25,0.167
82.7021,5,1.0
82.7021,25,0.167
82.7046,5,1.0
82.7046,25,0.167
82.7072,5,1.0
82.7072,25,0.167
82.7097,5,1.0
82.7097,25,0.167
82.7123,5,1.0
82.7123,25,0.167
82.715,5,1.0
82.715,25,0.167
82.7176,5,1.0
82.7176,25,0.169
82.7203,5,1.0
82.7203,25,0.169
82.723,5,1.0
82.723,25,0.169
82.7256,5,1.0
82.7256,25,0.169
82.7281,5,1.0
82.7281,25,0.169
82.7305,5,1.0
82.7305,25,0.169
82.733,5,1.0
82.733,25,0.169
82.7358,5,1.0
82.7358,25,0.169
82.7384,5,1.0
82.7384,25,0.169
82.741,5,1.0
82.741,25,0.169
82.7436,5,1.0
82.7436,25,0.169
82.746,5,1.0
82.746,25,0.169
82.7486,5,1.0
82.7486,25,0.169
82.751,5,1.0
82.751,25,0.169
82.7536,5,1.0
82.7536,25,0.169
82.7558,5,1.0
82.7558,25,0.169
82.7584,5,1.0
82.7584,25,0.169
82.761,5,1.0
82.761,25,0.169
82.7637,5,1.0
82.7637,25,0.169
82.7659,5,1.0
82.7659,25,0.169
82.7685,5,1.0
82.7685,25,0.169
82.7711,5,1.0
82.7711,25,0.169
82.7734,5,1.0
82.7734,25,0.169
82.776,5,1.0
82.776,25,0.169
82.7786,5,1.0
82.7786,25,0.169
82.7811,5,1.0
82.7811,25,0.169
82.7837,5,1.0
82.7837,25,0.169
82.7862,5,1.0
82.7862,25,0.169
82.7886,5,1.0
82.7886,25,0.169
82.7911,5,1.0
82.7911,25,0.169
82.7937,5,1.0
82.7937,25,0.169
82.7961,5,1.0
82.7961,25,0.169
82.7986,5,1.0
82.7986,25,0.169
82.8011,5,1.0
82.8011,25,0.169
82.8036,5,1.0
82.8036,25,0.169
82.8063,5,1.0
82.8063,25,0.169
82.8088,5,1.0
82.8088,25,0.169
82.8114,5,1.0
82.8114,25,0.169
82.8141,5,1.0
82.8141,25,0.176
82.8166,5,1.0
82.8166,25,0.182
82.8193,5,1.0
82.8193,25,0.184
82.8218,5,1.0
82.8218,25,0.184
82.8245,5,1.0
82.8245,25,0.184
82.8271,5,1.0
82.8271,25,0.184
82.8292,5,1.0
82.8292,25,0.184
82.8318,5,1.0
82.8318,25,0.174
82.8344,5,1.0
82.8344,25,0.157
82.8371,5,1.0
82.8371,25,0.088
82.8396,5,1.0
82.842,5,1.0
82.8446,5,1.0
82.8472,5,1.0
82.8495,5,1.0
82.8521,5,1.0
82.8545,5,1.0
82.8571,5,0.968
82.8597,5,0.887
82.8624,5,0.831
82.865,5,0.682
82.865,11,0.018
82.8675,5,0.572
82.8675,11,0.045
82.8701,5,0.232
82.8728,10,0.03
82.8754,10,0.03
82.9236,17,0.467
82.9263,17,0.793
82.9288,17,1.0
82.9315,17,1.0
82.934,17,1.0
82.9366,17,1.0
82.9392,17,1.0
82.9416,17,1.0
82.9439,17,1.0
82.9464,17,1.0
82.949,17,1.0
82.9516,17,1.0
82.954,17,1.0
82.9566,17,1.0
82.9593,17,1.0
82.9619,17,1.0
82.9645,17,1.0
82.9671,17,0.963
82.9693,17,0.854
82.9719,17,0.68
82.9742,17,0.572
82.9768,17,0.331
82.9794,17,0.199
83.2266,17,0.34
83.2291,17,1.0
83.2317,17,1.0
83.2339,17,1.0
83.2366,17,1.0
83.2391,17,1.0
83.2417,17,1.0
83.2444,17,1.0
83.2469,17,1.0
83.2496,17,1.0
83.2518,17,1.0
83.254,17,1.0
83.2566,17,1.0
83.2592,17,1.0
83.2614,17,1.0
83.264,17,1.0
83.2666,17,1.0
83.2688,17,1.0
83.2715,17,1.0
83.2741,17,1.0
83.2764,17,1.0
83.2791,17,1.0
83.2814,17,1.0
83.284,17,1.0
83.2866,17,0.916
83.2891,17,0.762
83.2917,17,0.55
83.294,17,0.424
83.2966,17,0.139
83.5167,17,0.843
83.5194,17,1.0
83.522,17,1.0
83.5246,17,1.0
83.5272,17,1.0
83.5294,17,1.0
83.532,17,1.0
83.5346,17,1.0
83.5369,17,1.0
83.5395,17,1.0
83.5421,17,1.0
83.5447,17,1.0
83.5474,17,1.0
83.55,17,1.0
83.5526,17,1.0
83.5552,17,1.0
83.5578,17,1.0
83.5603,17,1.0
83.5629,17,1.0
83.5656,17,1.0
83.5682,17,0.982
83.571,17,0.88
83.5735,17,0.801
83.5762,17,0.585
83.5786,17,0.311
83.6625,17,0.49
83.6652,17,1.0
83.6677,17,1.0
83.6701,17,1.0
83.6726,17,1.0
83.6753,17,1.0
83.6777,17,1.0
83.6804,17,1.0
83.683,17,1.0
83.6856,17,1.0
83.6878,17,1.0
83.6904,17,1.0
83.6931,17,1.0
83.6957,17,1.0
83.6984,17,1.0
83.701,17,1.0
83.7036,17,1.0
83.7059,17,1.0
83.7085,17,1.0
83.7111,17,1.0
83.7134,17,1.0
83.716,17,1.0
83.7185,17,1.0
83.721,17,1.0
83.7233,17,1.0
83.726,17,0.918
83.7284,17,0.839
83.7309,17,0.622
83.7335,17,0.337
83.8156,17,0.364
83.8181,17,0.682
83.8208,17,1.0
83.823,17,1.0
83.8256,17,1.0
83.8283,17,1.0
83.8309,17,1.0
83.8335,17,1.0
83.8361,17,1.0
83.8387,17,1.0
83.8414,17,1.0
83.844,17,1.0
83.8466,17,1.0
83.8488,17,1.0
83.8512,17,1.0
83.8536,17,1.0
83.8563,17,1.0
83.8589,17,1.0
83.8614,17,1.0
83.864,17,1.0
83.8666,17,1.0
83.8691,17,1.0
83.8717,17,1.0
83.8742,17,1.0
83.8769,17,1.0
83.8795,17,1.0
83.8821,17,1.0
83.8847,17,0.9
83.8871,17,0.701
83.8897,17,0.439
83.8923,17,0.286
84.0971,17,0.258
84.0996,17,1.0
84.1023,17,1.0
84.1048,17,1.0
84.107,17,1.0
84.1096,17,1.0
84.1121,17,1.0
84.1148,17,1.0
84.1174,17,1.0
84.12,17,1.0
84.1225,17,1.0
84.1251,17,1.0
84.1277,17,1.0
84.1299,17,1.0
84.1325,17,1.0
84.1351,17,1.0
84.1376,17,1.0
84.1402,17,1.0
84.1429,17,1.0
84.1455,17,1.0
84.1481,17,1.0
84.1507,17,1.0
84.1533,17,1.0
84.1559,17,1.0
84.1585,17,1.0
84.1611,17,1.0
84.1637,17,1.0
84.1662,17,1.0
84.1688,17,1.0
84.1714,17,1.0
84.174,17,1.0
84.1765,17,1.0
84.1791,17,1.0
84.1817,17,1.0
84.1843,17,1.0
84.1865,17,1.0
84.1891,17,1.0
84.1917,17,1.0
84.1939,17,1.0
84.1966,17,1.0
84.1988,17,1.0
84.2014,17,1.0
84.2039,17,1.0
84.2065,17,1.0
84.2091,17,1.0
84.2117,17,1.0
84.2142,17,1.0
84.2167,17,1.0
84.2194,17,1.0
84.2215,17,1.0
84.2241,17,1.0
84.2267,17,1.0
84.2291,17,1.0
84.2316,17,1.0
84.2339,17,1.0
84.2364,17,1.0
84.239,17,1.0
84.2416,17,1.0
84.2439,17,1.0
84.2466,17,1.0
84.2492,17,1.0
84.2518,17,1.0
84.2543,17,1.0
84.2569,17,1.0
84.2595,17,1.0
84.2621,17,1.0
84.2647,17,1.0
84.267,17,1.0
84.2696,17,1.0
84.2722,17,1.0
84.2745,17,1.0
84.2771,17,1.0
84.2797,17,1.0
84.2819,17,1.0
84.2845,17,1.0
84.2871,17,1.0
84.2896,17,1.0
84.2921,17,1.0
84.2944,17,1.0
84.297,17,1.0
84.2996,17,1.0
84.3022,17,1.0
84.3048,17,1.0
84.3074,17,1.0
84.31,17,1.0
84.3126,17,1.0
84.3153,17,1.0
84.3179,17,1.0
84.3205,17,1.0
84.3231,17,1.0
84.3257,17,1.0
84.3284,17,1.0
84.331,17,1.0
84.3335,17,1.0
84.3362,17,1.0
84.3385,17,1.0
84.3411,17,1.0
84.3437,17,1.0
84.3461,17,1.0
84.3486,17,1.0
84.3511,17,1.0
84.3534,17,1.0
84.356,17,1.0
84.3586,17,1.0
84.3608,17,1.0
84.3634,17,1.0
84.366,17,1.0
84.3686,17,1.0
84.371,17,1.0
84.3736,17,1.0
84.3761,17,1.0
84.3787,17,1.0
84.3813,17,1.0
84.3835,17,1.0
84.3866,17,1.0
84.3892,17,1.0
84.3918,17,1.0
84.3944,17,1.0
84.3971,17,1.0
84.3997,17,1.0
84.4019,17,1.0
84.4045,17,1.0
84.4071,17,1.0
84.4097,17,1.0
84.4123,17,1.0
84.415,17,1.0
84.4176,17,1.0
84.4201,17,1.0
84.4227,17,1.0
84.425,17,1.0
84.4276,17,1.0
84.43,17,1.0
84.4326,17,1.0
84.4352,17,1.0
84.4377,17,1.0
84.4404,17,1.0
84.443,17,1.0
84.4456,17,1.0
84.4484,17,1.0
84.4509,17,1.0
84.4536,17,1.0
84.4561,17,1.0
84.4587,17,1.0
84.461,17,1.0
84.4636,17,1.0
84.4659,17,1.0
84.4685,17,1.0
84.4711,17,1.0
84.4737,17,1.0
84.4763,17,1.0
84.4789,17,1.0
84.4815,17,1.0
84.4841,17,1.0
84.4867,17,1.0
84.4893,17,1.0
84.4919,17,1.0
84.4946,17,1.0
84.4972,17,1.0
84.4998,17,1.0
84.5024,17,1.0
84.505,17,1.0
84.5077,17,1.0
84.5103,17,1.0
84.513,17,1.0
84.5156,17,1.0
84.5182,17,1.0
84.5207,17,1.0
84.5234,17,1.0
84.526,17,1.0
84.5286,17,1.0
84.5312,17,1.0
84.5334,17,1.0
84.536,17,1.0
84.5386,17,1.0
84.5412,17,1.0
84.5436,17,1.0
84.5461,17,1.0
84.5487,17,1.0
84.5512,17,1.0
84.5537,17,1.0
84.5564,17,1.0
84.5589,17,1.0
84.5616,17,1.0
84.5642,17,1.0
84.5666,17,1.0
84.569,17,1.0
84.5716,17,1.0
84.5742,17,1.0
84.5767,17,1.0
84.5794,17,1.0
84.582,17,1.0
84.5843,17,1.0
84.5869,17,1.0
84.5895,17,1.0
84.592,17,1.0
84.5948,17,1.0
84.597,17,1.0
84.5998,17,1.0
84.6024,17,1.0
84.605,17,1.0
84.6076,17,1.0
84.61,17,1.0
